gn_division,week,risk_score,top_features,explanation_text
Watapuluwa West,2024-10-21 00:00:00,0.1361299127370879,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-10-28 00:00:00,0.1121509522362007,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-11-04 00:00:00,0.10673107913174741,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-11-11 00:00:00,0.13506648633852714,"['log_population', 'total_crimes_roll8', 'avg_victim_age_lag2']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as avg_victim_age_lag2."
Watapuluwa West,2024-11-18 00:00:00,0.14424230913465608,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-11-25 00:00:00,0.14493659484894178,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-12-02 00:00:00,0.1447771745590867,"['log_population', 'total_crimes_roll8', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, total_crimes_roll8, which outweighs mitigating factors such as year."
Watapuluwa West,2024-12-09 00:00:00,0.1563278625510857,"['log_population', 'week_cos', 'total_crimes_roll8']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by log_population, week_cos, which outweighs mitigating factors such as total_crimes_roll8."
Watapuluwa West,2024-12-16 00:00:00,0.1448687861308533,"['total_crimes_roll8', 'log_population', 'week_cos']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as week_cos."
Watapuluwa West,2024-12-23 00:00:00,0.1444668448881113,"['total_crimes_roll8', 'log_population', 'week_cos']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as week_cos."
Watapuluwa West,2024-12-30 00:00:00,0.09703969172174301,"['total_crimes_roll8', 'log_population', 'week_cos']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as week_cos."
Watapuluwa West,2025-01-06 00:00:00,0.10414194067264532,"['total_crimes_roll8', 'log_population', 'week_cos']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as week_cos."
Watapuluwa West,2025-01-13 00:00:00,0.10400576372293652,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-01-20 00:00:00,0.10093574823916349,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-01-27 00:00:00,0.11093574823916344,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
Watapuluwa West,2025-02-03 00:00:00,0.11343574823916341,"['total_crimes_roll8', 'log_population', 'year']","The elevated drugs risk in Watapuluwa West during the past week is primarily driven by total_crimes_roll8, log_population, which outweighs mitigating factors such as year."
