gn_division,week,risk_score,top_features,explanation_text
Thalathuoya West,2020-02-10 00:00:00,0.14730982811466314,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-02-17 00:00:00,0.17598018545989522,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-02-24 00:00:00,0.20073589543499953,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-03-02 00:00:00,0.14196413150592282,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-03-09 00:00:00,0.14104390647964515,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-03-16 00:00:00,0.13641586638539177,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-03-23 00:00:00,0.13662948120567758,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-03-30 00:00:00,0.13523525043644682,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-04-06 00:00:00,0.13523525043644682,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-04-13 00:00:00,0.1383831382824833,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-04-20 00:00:00,0.16332453117643858,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-04-27 00:00:00,0.15069357991466645,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-05-04 00:00:00,0.14544015359977805,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-05-11 00:00:00,0.19859409217271473,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-05-18 00:00:00,0.1869131481240814,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-05-25 00:00:00,0.1769131481240814,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-06-01 00:00:00,0.1769131481240814,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-06-08 00:00:00,0.17594801607636495,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-06-15 00:00:00,0.17594801607636495,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-06-22 00:00:00,0.17594801607636495,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-06-29 00:00:00,0.17594801607636495,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-07-06 00:00:00,0.1757696852780392,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-07-13 00:00:00,0.1757696852780392,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-07-20 00:00:00,0.1816288122621662,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-07-27 00:00:00,0.18947494938017545,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-08-03 00:00:00,0.20122288018551615,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-08-10 00:00:00,0.15036693725819292,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-08-17 00:00:00,0.15127419610607004,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-08-24 00:00:00,0.15232445055446664,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-08-31 00:00:00,0.1330373999761913,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-09-07 00:00:00,0.1387642716043658,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-09-14 00:00:00,0.12625679179988133,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-09-21 00:00:00,0.12625679179988133,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-09-28 00:00:00,0.12890665884422023,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-10-05 00:00:00,0.14217187469553388,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-10-12 00:00:00,0.1407946926425627,"['log_population', 'year', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by log_population, year, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-10-19 00:00:00,0.14096140908799082,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-10-26 00:00:00,0.13173986644961108,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-11-02 00:00:00,0.12804891266180696,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-11-09 00:00:00,0.12775509186793316,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-11-16 00:00:00,0.1257394854107117,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-11-23 00:00:00,0.12530274759935786,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-11-30 00:00:00,0.12530274759935786,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-12-07 00:00:00,0.12530274759935786,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-12-14 00:00:00,0.12513562385222907,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-12-21 00:00:00,0.12513562385222907,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2020-12-28 00:00:00,0.12513562385222907,"['year', 'log_population', 'unemployment_rate']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by year, log_population, which outweighs mitigating factors such as unemployment_rate."
Thalathuoya West,2021-01-04 00:00:00,0.12594252885376758,"['unemployment_rate', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by unemployment_rate, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya West,2021-01-11 00:00:00,0.1300456769981858,"['unemployment_rate', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by unemployment_rate, log_population, which outweighs mitigating factors such as total_crimes_roll8."
Thalathuoya West,2021-01-18 00:00:00,0.13016548530489505,"['unemployment_rate', 'log_population', 'total_crimes_roll8']","The elevated robbery risk in Thalathuoya West during the past week is primarily driven by unemployment_rate, log_population, which outweighs mitigating factors such as total_crimes_roll8."
