crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,DS_Division,Avg_Household_Income,Unemployment_Rate,Building_Density,Road_Density,Land_Area_Density
theft,mulgampola,10/8/2022,m,sinhala,51,7:36:00,Rainy,7.277198604,80.61703799,Non-Holiday,0,General Urban,Welata,LK2130170,21826,344.1,sinhala,Gangawata Korale,122995,4.4,758.8,25.1,14.78
drugs,asgiriya stadium,10/9/2022,m,muslim,60,10:13:00,Rainy,7.299537385,80.63202776,Binara Full Moon Poya Day,1,Commercial,Poorna Watta West,LK2130080,17006,310.3,muslim,Gangawata Korale,107389,4.34,1141.4,16.6,15.77
drugs,kandy town,10/9/2022,m,sinhala,70,10:20:00,Rainy,7.288703759,80.63510722,Binara Full Moon Poya Day,1,General Urban,Bogambara,LK2130145,2198,268.6,sinhala,Gangawata Korale,111822,4.37,748.6,18.2,18.85
vehicle theft,bogambara prison,10/10/2022,m,sinhala,34,8:34:00,Rainy,7.2911879,80.63489258,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,455.2,sinhala,Gangawata Korale,113670,4.69,864.6,20.1,20.13
robbery,dharmasena lane,10/11/2022,m,sinhala,63,22:54:00,Rainy,7.269941405,80.58954402,Non-Holiday,0,General Urban,Uda Eriyagama East,LK2136420,19822,257.7,sinhala,Yatinuwara,70098,6.18,516.5,18.4,8.31
theft,galkaduwa junction,10/12/2022,f,sinhala,36,3:42:00,Rainy,7.311504786,80.63804948,Non-Holiday,0,Commercial,Watapuluwa West,LK2130060,21493,349.5,sinhala,Gangawata Korale,122865,4.56,1027.9,22.4,14.74
drugs,sangamiththa college,10/12/2022,m,sinhala,46,9:40:00,Rainy,7.308945785,80.64799262,Non-Holiday,0,Commercial,Aruppala East,LK2130050,1293,211,sinhala,Gangawata Korale,125259,4.52,553.5,17.4,8.11
vehicle theft,rajapihilla road,10/12/2022,m,sinhala,53,17:34:00,Rainy,7.287303462,80.64072704,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,798,sinhala,Gangawata Korale,111968,4.31,642.7,15,12.43
stabbing,lake house hotel,10/12/2022,m,sinhala,23,20:28:00,Rainy,7.26723026,80.59577912,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,575.6,sinhala,Gangawata Korale,118517,4.61,304.8,8.3,11.48
robbery,gatambe,10/14/2022,m,sinhala,40,17:29:00,Rainy,7.270624865,80.59618951,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,296.2,sinhala,Gangawata Korale,110692,4.62,155.6,4.6,5.57
vehicle theft,dalada maligawa,10/15/2022,m,sinhala,45,19:04:00,Rainy,7.293945696,80.63972368,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,436.5,sinhala,Gangawata Korale,109294,4.43,601.9,8.1,15.4
theft,peradeniya road,10/17/2022,m,sinhala,54,16:09:00,Rainy,7.281314405,80.62107898,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,184.9,sinhala,Gangawata Korale,116690,4.54,924.6,28.3,18.69
burglary,poornawatte,10/19/2022,f,sinhala,64,10:30:00,Rainy,7.308343063,80.6314223,Non-Holiday,0,General Urban,Poorna Watta East,LK2130075,17005,168,sinhala,Gangawata Korale,117373,4.32,904.2,21.2,13.77
theft,joy boat,10/19/2022,m,sinhala,49,22:07:00,Rainy,7.293352534,80.63934935,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,480.9,sinhala,Gangawata Korale,123166,4.47,636.4,10.5,16.52
theft,rajapihilla,10/20/2022,m,sinhala,47,15:00:00,Rainy,7.287942006,80.63875088,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,640.5,sinhala,Gangawata Korale,106570,4.57,681,16.9,12.86
drugs,municipal indoor sports complex,10/20/2022,m,tamil,78,16:45:00,Rainy,7.285029445,80.62369957,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,187.1,tamil,Gangawata Korale,122674,4.51,1280.4,25.3,21.47
stabbing,lake round,10/21/2022,m,sinhala,55,13:39:00,Rainy,7.292559009,80.63432512,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,415.2,sinhala,Gangawata Korale,121819,4.64,885,20.6,21.06
burglary,buwelikada,10/21/2022,m,sinhala,32,19:02:00,Rainy,7.291637401,80.64416305,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,252.3,sinhala,Gangawata Korale,120225,4.43,492.3,13.6,12.65
burglary,peradeniya road,10/21/2022,m,sinhala,64,19:08:00,Rainy,7.279653646,80.6204266,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,281,sinhala,Gangawata Korale,120985,4.72,784.3,25.8,16.81
burglary,bus stand,10/21/2022,m,sinhala,40,21:14:00,Rainy,7.288093042,80.63497032,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,229.6,sinhala,Gangawata Korale,125443,4.44,723.1,18.6,18.15
stabbing,dalada maligawa,10/22/2022,m,sinhala,46,15:25:00,Rainy,7.29443052,80.64009735,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,400.3,sinhala,Gangawata Korale,121578,4.42,553.5,7.5,13.81
burglary,2nd rajasinghe lane,10/22/2022,f,sinhala,55,21:17:00,Rainy,7.290022449,80.63304343,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,272.6,sinhala,Gangawata Korale,110874,4.38,843,20.8,21.26
burglary,bus stand,10/23/2022,m,sinhala,41,7:46:00,Rainy,7.290106548,80.6326012,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,284.5,sinhala,Gangawata Korale,124108,4.41,839.1,20.7,21.19
robbery,amaya hotel,10/23/2022,f,sinhala,19,8:09:00,Rainy,7.274143361,80.6127109,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,328,sinhala,Gangawata Korale,106663,4.37,809.8,25,16.5
drugs,ogastawatte,10/23/2022,foreign couple,tamil,46,8:47:00,Rainy,7.289383391,80.63330451,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,205,tamil,Gangawata Korale,106210,4.52,843,19.7,21
robbery,lake round,10/23/2022,f,sinhala,22,21:27:00,Rainy,7.289367215,80.63525204,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,322.5,sinhala,Gangawata Korale,116365,4.52,766.4,19.5,19.04
burglary,heerassagala junction,10/25/2022,f,sinhala,29,12:09:00,Rainy,7.277454024,80.61934471,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,505.7,sinhala,Gangawata Korale,119843,4.54,707.8,26.8,14.89
burglary,colombo street,10/25/2022,m,tamil,33,20:33:00,Rainy,7.293259386,80.63612276,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,349.3,tamil,Gangawata Korale,109131,4.34,807.3,18,20.74
robbery,bus stand,10/27/2022,m,sinhala,43,11:34:00,Rainy,7.288611206,80.63454125,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,209.6,sinhala,Gangawata Korale,107922,4.62,781.8,18.6,19.2
stabbing,nuwarawela ampitiya,10/27/2022,m,sinhala,57,17:02:00,Rainy,7.287327298,80.64853641,Non-Holiday,0,General Urban,Ampitiya North,LK2130230,926,315.1,sinhala,Gangawata Korale,116287,4.65,619.8,22.2,13.39
theft,hanthane town,10/27/2022,m,sinhala,26,17:16:00,Rainy,7.266937315,80.63586672,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,738.8,sinhala,Gangawata Korale,109665,4.67,75.2,6.7,1.09
theft,katugasthota road,10/29/2022,m,sinhala,24,1:08:00,Cloudy,7.312544109,80.63435004,Non-Holiday,0,General Urban,Pitakanda Gama,LK2130015,16716,197.6,sinhala,Gangawata Korale,113810,4.53,1031.7,19.7,17.33
burglary,common market complex,10/29/2022,f,sinhala,73,7:21:00,Cloudy,7.293199265,80.63629417,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,356.2,sinhala,Gangawata Korale,126300,4.66,795.8,17.6,20.63
robbery,golden crown,10/29/2022,f,sinhala,55,13:14:00,Cloudy,7.276663449,80.65529141,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,251.4,sinhala,Gangawata Korale,124358,4.6,232.1,6.8,4.52
robbery,dangolla junction,10/29/2022,m,sinhala,27,15:18:00,Cloudy,7.271680902,80.60597797,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,751.7,sinhala,Gangawata Korale,125657,4.58,432.3,14.8,11.94
stabbing,meekanuwa watarauma,10/31/2022,f,sinhala,28,2:52:00,Rainy,7.280636613,80.65525426,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,282.8,sinhala,Gangawata Korale,119807,4.5,380,6.9,6.83
theft,heerassagala junction,10/31/2022,m,sinhala,23,10:51:00,Rainy,7.274740761,80.62111725,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,482,sinhala,Gangawata Korale,116098,4.53,712.9,26.1,12.91
stabbing,bus stand,11/1/2022,m,muslim,48,8:05:00,Rainy,7.302594586,80.63637329,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,136,muslim,Gangawata Korale,118330,4.32,952.6,15.3,16
robbery,heerassagala junction,11/5/2022,f,sinhala,39,22:33:00,Rainy,7.274147019,80.61921374,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,262.3,sinhala,Gangawata Korale,121412,4.67,814.9,23.3,13.75
drugs,walespark,11/7/2022,m,sinhala,37,15:23:00,Rainy,7.28960357,80.63687012,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,487.3,sinhala,Gangawata Korale,115252,4.59,775.4,19.6,16.8
theft,goerge.e. silva lane,11/7/2022,m,sinhala,40,20:33:00,Rainy,7.292377784,80.63420367,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,406.4,sinhala,Gangawata Korale,122929,4.66,869.7,20.8,20.81
drugs,bus stand,11/8/2022,m,sinhala,52,17:19:00,Rainy,7.289807417,80.62968418,Nikini Full Moon Poya Day,1,Commercial,Deiyannewela,LK2130150,3143,178.4,sinhala,Gangawata Korale,119736,4.37,1001.1,22,20.46
theft,aniwatte,11/10/2022,f,sinhala,24,12:25:00,Rainy,7.290733938,80.62363564,Non-Holiday,0,General Urban,Katukele,LK2130110,8909,471.7,sinhala,Gangawata Korale,116021,4.69,988.3,24.9,17.17
burglary,rajapihilla road,11/11/2022,f,sinhala,48,17:31:00,Rainy,7.289030766,80.64212316,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,563.3,sinhala,Gangawata Korale,123930,4.28,612.1,15.3,14.3
burglary,yatinuwara street,11/13/2022,f,sinhala,55,17:48:00,Rainy,7.294382278,80.63389436,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,337.2,sinhala,Gangawata Korale,122557,4.66,996,20.4,22.37
burglary,kotugodalla street,11/13/2022,m,sinhala,29,18:03:00,Rainy,7.296868701,80.63863133,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,275.7,sinhala,Gangawata Korale,122421,4.64,705.2,10.6,17.58
burglary,hanthane town,11/13/2022,m,muslim,26,20:35:00,Rainy,7.268708138,80.63480179,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,539.9,muslim,Gangawata Korale,104897,4.5,98.2,10.1,1.48
robbery,new queens hotel,11/14/2022,m,muslim,46,8:55:00,Rainy,7.293284085,80.63694796,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,356.8,muslim,Gangawata Korale,124563,4.6,784.3,16.3,19.83
stabbing,joy boat,11/14/2022,m,sinhala,31,23:36:00,Rainy,7.292154958,80.63671437,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,475.8,sinhala,Gangawata Korale,118747,4.55,802.2,17.7,19.74
stabbing,asgiriya stadium,11/15/2022,f,sinhala,42,8:52:00,Rainy,7.298614617,80.63532596,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,263.4,sinhala,Gangawata Korale,106344,4.54,1057.2,15.3,19.95
burglary,watapuluwa,11/16/2022,m,sinhala,28,15:33:00,Rainy,7.317464048,80.64218389,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,209.8,sinhala,Gangawata Korale,120095,4.48,1078.9,25.2,16.77
burglary,thannekumbura,11/17/2022,m,sinhala,47,18:49:00,Cloudy,7.285173893,80.66273543,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,334.1,sinhala,Gangawata Korale,125423,4.48,67.6,7.4,1.33
vehicle theft,bowalawatte,11/18/2022,m,sinhala,39,11:24:00,Cloudy,7.271256974,80.61005783,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,299.8,sinhala,Gangawata Korale,112082,4.68,725.6,26.6,16.72
theft,dangolla,11/19/2022,m,sinhala,25,14:45:00,Rainy,7.268292683,80.61009652,Non-Holiday,0,Residential,Bowala,LK2130205,2430,437.5,sinhala,Gangawata Korale,104981,4.61,637.6,24.8,13.18
theft,police station,11/22/2022,m,sinhala,19,8:35:00,Rainy,7.293585512,80.63422131,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,380.1,sinhala,Gangawata Korale,116139,4.55,924.6,20.7,22.19
drugs,yatinuwara street,11/22/2022,m,tamil,17,15:22:00,Rainy,7.297204285,80.63607669,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,90,tamil,Gangawata Korale,119648,4.53,962.8,15.5,20.93
burglary,rosawatte,11/23/2022,m,sinhala,39,18:30:00,Rainy,7.289647213,80.63319526,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,232.2,sinhala,Gangawata Korale,119662,4.37,860.8,20,21.14
stabbing,aniwatte,11/24/2022,m,sinhala,38,8:24:00,Rainy,7.292212048,80.62242877,Non-Holiday,0,General Urban,Bahirawa Kanda,LK2130090,1508,458.4,sinhala,Gangawata Korale,112260,4.45,869.7,22.6,15.64
drugs,bus stand,11/25/2022,m,sinhala,35,7:34:00,Cloudy,7.299705267,80.63682957,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,374.4,sinhala,Gangawata Korale,105610,4.71,827.7,13.7,17.79
theft,mahaiyawa cemetery,11/25/2022,f,muslim,21,11:58:00,Cloudy,7.304749788,80.63394994,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,225.4,muslim,Gangawata Korale,122669,4.64,1174.5,19.8,17.3
burglary,bogambara official police stayhouse,11/25/2022,m,sinhala,66,20:31:00,Cloudy,7.289372092,80.63524336,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,322,sinhala,Gangawata Korale,108682,4.35,772.8,19.5,19.06
stabbing,watapuluwa,11/27/2022,m,sinhala,21,8:47:00,Rainy,7.319320434,80.64398692,Non-Holiday,0,General Urban,Mahaweli Uyana,LK2130040,11727,281.4,sinhala,Gangawata Korale,105629,4.67,752.4,21.8,14.3
robbery,mahamaya primary,11/27/2022,m,sinhala,50,8:47:00,Rainy,7.288605458,80.64410495,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,585.6,sinhala,Gangawata Korale,124930,4.57,652.9,19.9,15.6
drugs,lady golden road,11/28/2022,m,sinhala,39,9:06:00,Rainy,7.289694218,80.63397014,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,261.1,sinhala,Gangawata Korale,125745,4.39,863.4,19,21.1
burglary,gatambe junction,11/28/2022,m,sinhala,39,11:40:00,Rainy,7.270903665,80.60506371,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,851.2,sinhala,Gangawata Korale,110215,4.61,408.1,13.8,11.14
robbery,hanthane road,11/28/2022,m,sinhala,21,12:34:00,Rainy,7.284380718,80.63121457,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,351.2,sinhala,Gangawata Korale,112727,4.59,1035.5,18.6,16.3
burglary,colombo street,11/30/2022,m,sinhala,63,12:42:00,Cloudy,7.295673429,80.63829893,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,247.7,sinhala,Gangawata Korale,120854,4.31,738.4,10.7,18.42
robbery,kandy hospital,12/1/2022,m,sinhala,31,2:25:00,Rainy,7.28593768,80.63260832,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,185.8,sinhala,Gangawata Korale,114231,4.61,762.6,17.9,16.2
burglary,2nd rajasinghe lane,12/2/2022,f,muslim,48,7:45:00,Rainy,7.289914211,80.63563661,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,394,muslim,Gangawata Korale,111363,4.47,809.8,19.5,18.96
burglary,kandy hospital,12/2/2022,m,sinhala,53,18:42:00,Rainy,7.287829238,80.63359778,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,76.4,sinhala,Gangawata Korale,118503,4.7,799.6,18.5,19.04
theft,thannekumbura,12/2/2022,f,sinhala,60,22:59:00,Rainy,7.283357301,80.66019948,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,77.6,sinhala,Gangawata Korale,123251,4.53,77.8,5.1,2.12
theft,sahas uyana,12/3/2022,m,tamil,35,8:48:00,Rainy,7.291375841,80.6358139,Non-Holiday,0,Recreational,Bogambara,LK2130145,2198,527.5,tamil,Gangawata Korale,112983,4.31,883.8,20,20.19
drugs,meekanuwa watarauma,12/3/2022,m,sinhala,28,19:21:00,Rainy,7.280025841,80.65574444,Non-Holiday,0,General Urban,Ampitiya Udagama North,LK2130235,931,196.7,sinhala,Gangawata Korale,106170,4.57,318.8,6.5,6.36
robbery,mahaiyawa cemetery,12/4/2022,m,sinhala,38,8:19:00,Rainy,7.305101769,80.63467911,Special Public Holiday,1,General Urban,Mahaiyawa,LK2130065,11543,200.7,sinhala,Gangawata Korale,126420,4.68,1149,20.8,16.83
robbery,car park,12/5/2022,f,muslim,49,4:12:00,Rainy,7.28240137,80.62177832,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,201.3,muslim,Gangawata Korale,107354,4.55,1008.8,27.8,19.88
robbery,bus stand,12/5/2022,m,sinhala,55,14:27:00,Rainy,7.291324244,80.63159175,Non-Holiday,0,Commercial,Ihala Katukele,LK2130115,6925,238.6,sinhala,Gangawata Korale,109428,4.61,900.4,21.4,19.93
burglary,bus stand,12/5/2022,f,sinhala,27,15:59:00,Rainy,7.288567557,80.6351715,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,268.3,sinhala,Gangawata Korale,104527,4.43,743.5,18.2,18.54
robbery,mahaiyawa cemetery,12/8/2022,f,sinhala,28,11:55:00,Rainy,7.303705442,80.63327862,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,255.4,sinhala,Gangawata Korale,111638,4.62,1194.9,19.1,17.91
robbery,sahas uyana,12/10/2022,m,sinhala,78,14:41:00,Rainy,7.290658459,80.63846884,Non-Holiday,0,Recreational,Boowelikada,LK2130135,2310,675.8,sinhala,Gangawata Korale,120627,4.5,792,18.2,16.53
vehicle theft,lewella bangalaawatte,12/11/2022,m,muslim,35,14:20:00,Rainy,7.300949913,80.65143364,Non-Holiday,0,General Urban,Sirimalwatta West,LK2127180,18568,425,muslim,Kundasale,82510,5.34,622.3,13.4,12.67
burglary,buwelikada,12/12/2022,m,sinhala,36,7:06:00,Rainy,7.29360945,80.64580929,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,236.4,sinhala,Gangawata Korale,120381,4.6,299.7,12,7.59
theft,peradeniya road,12/13/2022,m,sinhala,40,8:32:00,Cloudy,7.27997657,80.62168899,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,144.8,sinhala,Gangawata Korale,125985,4.48,834,24.6,15.75
vehicle theft,ampitiya town,12/13/2022,m,tamil,64,15:03:00,Cloudy,7.272228879,80.66149668,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,285.7,tamil,Gangawata Korale,115248,4.55,130.1,12.8,2.44
theft,buwelikada,12/13/2022,m,tamil,46,15:31:00,Cloudy,7.297722895,80.65239789,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,340.6,tamil,Gangawata Korale,123240,4.56,675.9,16.7,11.65
drugs,goerge.e. silva lane,12/14/2022,m,sinhala,30,7:51:00,Rainy,7.289977584,80.63447043,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,315.3,sinhala,Gangawata Korale,106854,4.69,831.5,19.1,21.06
stabbing,dodamwela bridge,12/15/2022,m,sinhala,18,6:22:00,Rainy,7.28796022,80.60852363,Non-Holiday,0,General Urban,Haloluwa,LK2133410,5808,579.1,sinhala,Harispattuwa,81571,5.28,176,13.3,3.3
burglary,goerge.e.silva lane,12/17/2022,f,sinhala,40,12:50:00,Rainy,7.292102043,80.6332453,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,315.7,sinhala,Gangawata Korale,109270,4.63,826.4,22.4,19.59
burglary,william gopallawa lane,12/17/2022,m,sinhala,41,12:59:00,Rainy,7.290015801,80.63557338,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,396.5,sinhala,Gangawata Korale,105643,4.33,811.1,19.8,19.11
stabbing,udabowala,12/17/2022,f,sinhala,40,17:05:00,Rainy,7.266278589,80.61433739,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,226.7,sinhala,Gangawata Korale,119165,4.36,580.3,24,8.45
stabbing,lady golden road,12/19/2022,m,sinhala,44,15:22:00,Rainy,7.290846936,80.63325849,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,365.6,sinhala,Gangawata Korale,109900,4.43,828.9,22.2,21.01
drugs,ampitiya town,12/20/2022,m,sinhala,42,14:03:00,Rainy,7.274313412,80.65949066,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,466.6,sinhala,Gangawata Korale,119601,4.58,123.7,6.2,3.14
robbery,buwelikada,12/21/2022,m,sinhala,29,16:09:00,Rainy,7.295231247,80.64574692,Non-Holiday,0,General Urban,Boowelikada,LK2130135,2310,274.6,sinhala,Gangawata Korale,109853,4.35,239.8,10,5.15
stabbing,dalada maligawa,12/22/2022,f,sinhala,58,16:00:00,Rainy,7.294725206,80.64319291,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,110.6,sinhala,Gangawata Korale,123559,4.53,218.1,5.1,6.49
burglary,bowalawatte,12/22/2022,m,tamil,74,18:09:00,Rainy,7.270204225,80.61121226,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,204.6,tamil,Gangawata Korale,114538,4.56,752.4,28.1,16.67
drugs,hanthane town,12/22/2022,m,sinhala,18,19:20:00,Rainy,7.26986295,80.63446518,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,417.6,sinhala,Gangawata Korale,108615,4.35,107.1,11.1,1.6
stabbing,hanthane town,12/22/2022,m,sinhala,43,23:17:00,Rainy,7.267279006,80.63625939,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,706.9,sinhala,Gangawata Korale,108339,4.46,80.3,6.7,1.15
robbery,lewella bangalaawatte,12/23/2022,m,muslim,50,14:24:00,Rainy,7.299826928,80.6508422,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,502.2,muslim,Gangawata Korale,121555,4.33,570.1,14.8,11.23
theft,joy boat,12/23/2022,f,sinhala,34,15:06:00,Rainy,7.291356939,80.63577461,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,523.2,sinhala,Gangawata Korale,124963,4.49,888.9,20,20.19
theft,goerge.e. silva lane,12/24/2022,f,sinhala,31,14:13:00,Rainy,7.289782118,80.63438353,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,291.8,sinhala,Gangawata Korale,106739,4.56,835.3,19,20.87
burglary,william gopallawa lane,12/25/2022,m,sinhala,38,18:19:00,Rainy,7.291508874,80.63202698,Christmas Day,1,General Urban,Ihala Katukele,LK2130115,6925,247.3,sinhala,Gangawata Korale,109230,4.5,905.5,21.9,20.14
burglary,hospital street,12/25/2022,f,sinhala,54,20:09:00,Rainy,7.269252589,80.60892682,Christmas Day,1,Commercial,Bowala,LK2130205,2430,476.2,sinhala,Gangawata Korale,118970,4.37,635.1,25,14.78
robbery,peradeniya road,12/26/2022,f,sinhala,24,14:16:00,Rainy,7.282639014,80.62268015,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,201.3,sinhala,Gangawata Korale,106125,4.47,1098,25.9,20.08
stabbing,katukale,12/27/2022,m,muslim,50,9:24:00,Rainy,7.285228274,80.6274947,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,383.2,muslim,Gangawata Korale,123513,4.64,1436,21.4,20.98
burglary,ampitiya town,12/27/2022,f,sinhala,38,10:47:00,Rainy,7.273200573,80.65938097,Non-Holiday,0,General Urban,Ampitiya Pallegama,LK2130245,928,475,sinhala,Gangawata Korale,122003,4.5,125,6.8,3.05
burglary,paradise park,12/31/2022,m,sinhala,51,4:48:00,Cloudy,7.287404708,80.62729676,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,238.9,sinhala,Gangawata Korale,122686,4.44,1303.3,21.8,20.56
vehicle theft,people's bank,12/31/2022,m,sinhala,25,7:45:00,Cloudy,7.289760593,80.6319232,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,268.6,sinhala,Gangawata Korale,118563,4.64,834,20.5,20.65
vehicle theft,municipal indoor sports complex,12/31/2022,m,sinhala,19,12:28:00,Cloudy,7.285283086,80.62494289,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,322.8,sinhala,Gangawata Korale,111350,4.57,1323.7,24.8,20.61
burglary,thannekumbura,1/1/2023,m,sinhala,28,15:00:00,Cloudy,7.284839376,80.66120307,Non-Holiday,0,General Urban,Thennakumbura,LK2130240,19383,166.8,sinhala,Gangawata Korale,118577,4.63,77.8,5.8,1.56
drugs,uda peradeniya bowalawatte,1/2/2023,m,sinhala,42,9:52:00,Cloudy,7.258968139,80.62299569,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,558.2,sinhala,Gangawata Korale,125096,4.33,10.2,7,0.58
stabbing,peradeniya town,1/4/2023,m,sinhala,45,8:50:00,Cloudy,7.269666299,80.5944189,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,272.9,sinhala,Gangawata Korale,115692,4.59,262.7,11.3,6.39
drugs,heerassagala junction,1/5/2023,f,sinhala,43,2:51:00,Rainy,7.275541611,80.6217664,International Workers' Day,1,Commercial,Mulgampala,LK2130210,13665,578.4,sinhala,Gangawata Korale,118717,4.28,632.5,25.6,12.29
burglary,hospital street,1/5/2023,m,sinhala,51,11:31:00,Rainy,7.269061916,80.6100072,International Workers' Day,1,Commercial,Bowala,LK2130205,2430,386.6,sinhala,Gangawata Korale,114578,4.43,673.4,25.8,14.54
theft,train station,1/5/2023,f,sinhala,41,13:47:00,Rainy,7.289946325,80.63406974,International Workers' Day,1,General Urban,Bogambara,LK2130145,2198,291.2,sinhala,Gangawata Korale,117955,4.67,860.8,19,21.34
drugs,william gopallawa lane,1/6/2023,m,sinhala,20,2:03:00,Rainy,7.292076214,80.63263195,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,256.7,sinhala,Gangawata Korale,114850,4.32,849.3,22.2,19.18
theft,aruppala,1/6/2023,f,tamil,34,15:12:00,Rainy,7.308715661,80.64487006,Non-Holiday,0,General Urban,Aruppala East,LK2130050,1293,165.4,tamil,Gangawata Korale,113087,4.51,794.5,21,11.64
stabbing,colombo street,1/6/2023,m,sinhala,66,15:19:00,Rainy,7.294100986,80.63760149,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,300.2,sinhala,Gangawata Korale,114032,4.68,744.8,14.4,19.1
robbery,dutugamunu mawatha,1/10/2023,m,sinhala,59,13:46:00,Cloudy,7.31612834,80.64527058,Non-Holiday,0,General Urban,Pallegunnepana South,LK2127170,15563,441.8,sinhala,Kundasale,77959,5.35,718,22.2,11.58
