crime,location,date,sex,victim_ethnicity,victim_age,time,weather,latitude,longitude,holiday_name,is_holiday,land_use_type,gn_division,gn_pcode,gn_population,gn_distance_m,victim_ethnicity ,DS_Division,Avg_Household_Income,Unemployment_Rate,Building_Density,Road_Density,Land_Area_Density
vehicle theft,mada bowala angampitiya,3/5/2022,f,sinhala,34,3:27:00,Rainy,7.270910417,80.61380222,Eid al-Fitr,1,General Urban,Bowala,LK2130205,2430,117.6,sinhala,Gangawata Korale,111282,4.36,758.8,25.7,14.38
burglary,kandy hospital,3/5/2022,f,muslim,30,13:43:00,Rainy,7.286706471,80.63234685,Eid al-Fitr,1,Residential,Bogambara,LK2130145,2198,117.4,muslim,Gangawata Korale,126307,4.58,831.5,19.1,18.23
theft,primrose gardens,3/10/2022,m,sinhala,40,4:57:00,Rainy,7.279326383,80.61159992,Non-Holiday,0,Commercial,Welata,LK2130170,21826,308.5,sinhala,Gangawata Korale,118721,4.64,516.5,25.7,9.6
stabbing,peradeniya road,3/10/2022,m,sinhala,45,15:20:00,Rainy,7.282535581,80.6195692,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,392.3,sinhala,Gangawata Korale,105159,4.71,868.5,29.3,19.58
stabbing,hewaheta road,3/14/2022,m,sinhala,44,13:42:00,Cloudy,7.293786856,80.64935695,Non-Holiday,0,General Urban,Thalwatta,LK2130130,19105,210.9,sinhala,Gangawata Korale,108731,4.4,487.2,17.7,7.89
burglary,thalathuoya road,3/15/2022,f,sinhala,57,13:52:00,Rainy,7.246270436,80.68592727,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,475.6,sinhala,Pathahewaheta,59453,7.41,10.2,3.3,0.17
burglary,thalathuoya road,3/19/2022,m,sinhala,60,21:35:00,Rainy,7.248840139,80.68569006,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,534.7,sinhala,Pathahewaheta,57271,7.25,67.6,5.4,0.81
burglary,malwatte,3/21/2022,f,sinhala,43,14:41:00,Rainy,7.276554256,80.64102621,Non-Holiday,0,General Urban,Malwatta,LK2130140,12099,122.6,sinhala,Gangawata Korale,120253,4.39,21.7,4,0.22
burglary,bogambara prison,3/21/2022,m,sinhala,26,22:21:00,Rainy,7.289072203,80.63482363,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,265.1,sinhala,Gangawata Korale,122154,4.37,785.6,19.1,19.41
drugs,bogambara official police stayhouse,3/22/2022,m,sinhala,25,5:41:00,Rainy,7.28882931,80.63567901,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,331.3,sinhala,Gangawata Korale,119734,4.39,721.8,18.6,17.77
theft,golden crown,3/22/2022,m,sinhala,61,16:50:00,Rainy,7.275693079,80.65599953,Non-Holiday,0,Commercial,Ampitiya Udagama North,LK2130235,931,318.9,sinhala,Gangawata Korale,110480,4.56,195.1,6.6,4.26
drugs,sahas uyana,3/25/2022,m,sinhala,25,20:39:00,Rainy,7.290562149,80.63617046,Non-Holiday,0,Recreational,Bogambara,LK2130145,2198,486,sinhala,Gangawata Korale,110031,4.36,859.5,20,19.04
drugs,yatinuwara street,3/26/2022,m,sinhala,60,22:25:00,Rainy,7.297537831,80.63689909,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,149.5,sinhala,Gangawata Korale,115368,4.39,851.9,13.3,19.5
drugs,joy boat,3/28/2022,f,sinhala,54,19:09:00,Rainy,7.291919623,80.63739617,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,516.1,sinhala,Gangawata Korale,123601,4.4,776.6,17.7,18.69
stabbing,post office,4/1/2022,m,muslim,40,21:18:00,Rainy,7.29065859,80.63393915,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,359.9,muslim,Gangawata Korale,113160,4.3,834,20.9,20.93
theft,mahaiyawa cemetery,4/2/2022,m,sinhala,33,10:55:00,Rainy,7.302987918,80.63160666,Independence Day,1,General Urban,Poorna Watta West,LK2130080,17006,84.8,sinhala,Gangawata Korale,115374,4.32,1168.2,20.5,16.74
burglary,udabowala,4/3/2022,f,sinhala,51,12:25:00,Rainy,7.265139856,80.61477371,Non-Holiday,0,General Urban,Uda Bowala,LK2130200,19819,306.2,sinhala,Gangawata Korale,113851,4.47,491,23.9,6.47
burglary,train station,4/4/2022,m,sinhala,46,12:23:00,Rainy,7.292320303,80.63325968,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,308.3,sinhala,Gangawata Korale,125815,4.46,837.9,22.2,19.58
burglary,hanthane kadurata malshalawa,4/4/2022,m,sinhala,32,13:26:00,Rainy,7.286703197,80.63242934,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,112.8,sinhala,Gangawata Korale,114939,4.48,818.7,19,18.2
burglary,sri wickramasinghe mawatha,4/5/2022,m,sinhala,44,6:14:00,Rainy,7.286820784,80.63876986,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,646.7,sinhala,Gangawata Korale,105297,4.33,679.7,15.6,11.97
robbery,galkaduwa junction,4/9/2022,m,sinhala,20,20:00:00,Rainy,7.308443575,80.63952025,Non-Holiday,0,Commercial,Watapuluwa West,LK2130060,21493,214.4,sinhala,Gangawata Korale,120039,4.3,1006.2,21.4,14.18
theft,vidyartha college,4/11/2022,m,sinhala,30,15:31:00,Rainy,7.304069494,80.63312924,Non-Holiday,0,Commercial,Mahaiyawa,LK2130065,11543,277.6,sinhala,Gangawata Korale,117579,4.44,1183.5,19.4,17.56
stabbing,kandy hospital,4/11/2022,m,muslim,43,21:02:00,Rainy,7.285212349,80.63319671,Non-Holiday,0,Residential,Bogambara,LK2130145,2198,263.8,muslim,Gangawata Korale,121113,4.48,704,16,14.66
stabbing,kingswood,4/11/2022,m,muslim,39,21:25:00,Rainy,7.276101285,80.61667002,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,278.4,muslim,Gangawata Korale,111146,4.41,776.6,23.2,14.93
burglary,sri sumangala mawatha,4/13/2022,m,muslim,42,7:53:00,Rainy,7.497065176,80.62288606,Day Before Sinhala and Tamil New Year,1,General Urban,Dehiwatta,LK2106015,3133,8111.7,muslim,Poojapitiya,76856,6.06,0,0,0
stabbing,polgolla,4/13/2022,m,sinhala,33,9:25:00,Rainy,7.315790781,80.65233655,Day Before Sinhala and Tamil New Year,1,General Urban,Pallegunnepana North,LK2127175,15562,170.5,sinhala,Kundasale,79075,5.22,136.5,12,2.58
burglary,bus stand,4/15/2022,m,sinhala,17,13:43:00,Rainy,7.28880049,80.63167931,Good Friday,1,Commercial,Bogambara,LK2130145,2198,196.1,sinhala,Gangawata Korale,125786,4.56,854.4,20.2,20.5
drugs,dalada maligawa,4/15/2022,f,sinhala,54,20:16:00,Rainy,7.294360125,80.64247212,Good Friday,1,Commercial,Boowelikada,LK2130135,2310,144.6,sinhala,Gangawata Korale,104222,4.68,266.5,6.2,7.81
burglary,people's bank,4/16/2022,m,muslim,40,23:05:00,Rainy,7.29115758,80.63189942,Bak Full Moon Poya Day,1,General Urban,Ihala Katukele,LK2130115,6925,271.3,muslim,Gangawata Korale,115148,4.68,899.1,21.6,20.55
burglary,hanthane,4/17/2022,m,muslim,31,6:28:00,Rainy,7.267461523,80.63580771,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,680.1,muslim,Gangawata Korale,107249,4.34,85.4,7.5,1.18
drugs,post office,4/18/2022,m,sinhala,42,7:39:00,Rainy,7.289237708,80.63527188,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,315.5,sinhala,Gangawata Korale,119449,4.53,758.8,19.2,18.87
burglary,goerge.e. silva lane,4/19/2022,m,sinhala,38,5:27:00,Rainy,7.29097724,80.63292807,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,357.9,sinhala,Gangawata Korale,114326,4.47,844.2,21.8,21.18
theft,dalada maligawa,4/19/2022,m,sinhala,33,23:09:00,Rainy,7.294278448,80.6394936,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,435.4,sinhala,Gangawata Korale,111805,4.6,613.4,8.4,15.79
burglary,asgiriya,4/23/2022,m,sinhala,58,5:48:00,Rainy,7.298915706,80.63141718,Non-Holiday,0,General Urban,Asgiriya,LK2130085,1314,279.2,sinhala,Gangawata Korale,112510,4.42,1095.5,16.9,15.02
drugs,hanthane,4/23/2022,m,sinhala,40,6:23:00,Rainy,7.269173765,80.63469765,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,489.5,sinhala,Gangawata Korale,110737,4.43,107.1,10.9,1.59
burglary,d.s senanayake lane,4/23/2022,m,sinhala,63,19:04:00,Rainy,7.299147751,80.6381752,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,376.7,sinhala,Gangawata Korale,121551,4.43,605.8,10.8,15.41
stabbing,kandy town,4/23/2022,f,sinhala,39,23:40:00,Rainy,7.291658733,80.63237092,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,261.1,sinhala,Gangawata Korale,107347,4.38,868.5,22.5,20.05
stabbing,hospital street,4/24/2022,m,tamil,41,16:51:00,Rainy,7.27023904,80.61041678,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,281,tamil,Gangawata Korale,112288,4.7,728.2,27.4,16.7
drugs,kandy city centre,4/25/2022,f,sinhala,52,13:09:00,Rainy,7.291789865,80.63653955,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,514.3,sinhala,Gangawata Korale,122127,4.46,820,18.9,19.34
drugs,hospital street,4/26/2022,f,muslim,43,5:59:00,Rainy,7.269675867,80.61084765,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,271.5,muslim,Gangawata Korale,113119,4.47,720.5,27.3,15.15
burglary,polgolla,4/26/2022,m,muslim,52,14:25:00,Rainy,7.316061913,80.65187069,Non-Holiday,0,General Urban,Pallegunnepana North,LK2127175,15562,221.2,muslim,Kundasale,87688,5.65,136.5,12.4,2.45
burglary,kandy city centre,4/30/2022,m,sinhala,38,14:50:00,Rainy,7.292409903,80.63778741,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,478,sinhala,Gangawata Korale,114670,4.29,747.3,15.7,18.75
robbery,goerge.e.silva lane,5/1/2022,m,sinhala,26,19:58:00,Rainy,7.291715596,80.63473933,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,484.6,sinhala,Gangawata Korale,114520,4.61,874.8,20.1,20.42
theft,aniwatte,5/3/2022,m,sinhala,51,20:13:00,Cloudy,7.290096961,80.62251957,Non-Holiday,0,General Urban,Aniwatta East,LK2130100,1107,390.7,sinhala,Gangawata Korale,117099,4.64,885,24.3,17.25
stabbing,dodamwela bridge,5/5/2022,m,sinhala,35,16:03:00,Rainy,7.28789067,80.60872938,Non-Holiday,0,General Urban,Haloluwa,LK2133410,5808,589.9,sinhala,Harispattuwa,76796,5.74,187.5,13.4,3.7
robbery,nagasthanne,5/5/2022,m,sinhala,37,22:02:00,Rainy,7.279509392,80.63252829,Non-Holiday,0,General Urban,Nagasthenna,LK2130155,13921,402.5,sinhala,Gangawata Korale,113632,4.71,470.6,18.8,5.47
drugs,2nd rajasinghe lane,5/6/2022,m,sinhala,41,13:11:00,Rainy,7.289513515,80.63307412,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,216.2,sinhala,Gangawata Korale,107526,4.72,848.1,20,21.13
stabbing,municipal indoor sports complex,5/6/2022,m,sinhala,29,14:42:00,Rainy,7.286546016,80.62473392,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,332.9,sinhala,Gangawata Korale,124683,4.44,1175.8,24.5,19.26
burglary,katukale,5/7/2022,f,muslim,55,7:52:00,Rainy,7.28741239,80.62842294,Non-Holiday,0,General Urban,Deiyannewela,LK2130150,3143,133.4,muslim,Gangawata Korale,120097,4.54,1253.6,20.6,21.86
burglary,wadugodapitiya,5/7/2022,m,sinhala,35,13:03:00,Rainy,7.292184369,80.63439915,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,432.7,sinhala,Gangawata Korale,122110,4.34,868.5,20.3,20.75
drugs,provincial education department,5/13/2022,m,sinhala,24,6:35:00,Rainy,7.288964262,80.63465719,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,243.3,sinhala,Gangawata Korale,107735,4.55,795.8,19.2,19.42
burglary,gatambe,5/13/2022,m,sinhala,15,8:31:00,Rainy,7.26957054,80.59906996,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,631,sinhala,Gangawata Korale,104041,4.28,250,3.8,10.16
burglary,car park,5/13/2022,m,sinhala,51,16:43:00,Rainy,7.281939222,80.61847078,Non-Holiday,0,Commercial,Suduhumpala West,LK2130165,18808,480.6,sinhala,Gangawata Korale,107382,4.38,790.7,28.7,18.38
vehicle theft,kotugodalla road,5/14/2022,m,sinhala,34,12:47:00,Rainy,7.296307948,80.63700464,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,91.9,sinhala,Gangawata Korale,125091,4.4,864.6,14.1,20.35
burglary,hanthane town,5/14/2022,m,sinhala,60,13:27:00,Rainy,7.269613787,80.63393034,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,459.2,sinhala,Gangawata Korale,112629,4.49,107.1,11.4,1.57
robbery,ampitiya town,5/15/2022,f,sinhala,27,21:24:00,Rainy,7.273703536,80.65953642,Vesak Full Moon Poya Day,1,General Urban,Ampitiya Pallegama,LK2130245,928,455.4,sinhala,Gangawata Korale,112520,4.5,127.5,6.5,3.11
burglary,sahas uyana,5/15/2022,m,tamil,35,22:50:00,Rainy,7.290716878,80.63847968,Vesak Full Moon Poya Day,1,Recreational,Boowelikada,LK2130135,2310,671.4,tamil,Gangawata Korale,109901,4.28,784.3,18.1,16.61
drugs,train station,5/17/2022,f,sinhala,29,9:38:00,Rainy,7.291153814,80.63481501,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,447.9,sinhala,Gangawata Korale,109210,4.63,862.1,20.1,20.17
robbery,hanthane town,5/18/2022,m,sinhala,46,14:16:00,Rainy,7.269570629,80.63457252,Non-Holiday,0,General Urban,Hanthana Pedesa,LK2130220,5949,447.6,sinhala,Gangawata Korale,116983,4.71,108.4,11,1.61
burglary,peradeniya town,5/22/2022,f,sinhala,34,14:51:00,Rainy,7.271017559,80.59262332,Non-Holiday,0,General Urban,Getambe,LK2130180,5235,186.4,sinhala,Gangawata Korale,123016,4.5,261.4,12.5,4.26
stabbing,thalathuoya road,5/22/2022,m,muslim,49,16:04:00,Rainy,7.249457277,80.68648348,Non-Holiday,0,General Urban,Thalathuoya East,LK2145090,18993,528.5,muslim,Pathahewaheta,57965,7.43,117.3,6.8,1.42
drugs,municipal indoor sports complex,5/22/2022,m,sinhala,39,16:22:00,Rainy,7.286242315,80.62641619,Non-Holiday,0,Commercial,Deiyannewela,LK2130150,3143,387.6,sinhala,Gangawata Korale,104002,4.57,1323.7,23.3,20.54
stabbing,new queens hotel,5/24/2022,m,tamil,43,8:51:00,Rainy,7.291954137,80.63683291,Non-Holiday,0,Commercial,Mahanuwara,LK2130120,11613,499.7,tamil,Gangawata Korale,121177,4.69,811.1,18.3,19.36
robbery,katugasthota,5/24/2022,f,sinhala,37,9:43:00,Rainy,7.337079481,80.62070496,Non-Holiday,0,General Urban,Kalugalawatta,LK2112245,8028,376.8,sinhala,Pathadumbara,79881,5.99,98.2,17.1,0.98
burglary,bowalawatte,5/25/2022,f,sinhala,35,15:54:00,Rainy,7.271273448,80.61191985,Non-Holiday,0,General Urban,Bowala,LK2130205,2430,94.7,sinhala,Gangawata Korale,115054,4.46,814.9,27.8,17.32
drugs,bus stand,5/26/2022,m,sinhala,21,11:33:00,Rainy,7.255348636,80.58808457,Non-Holiday,0,Commercial,Penideniya,LK2139135,16411,266,sinhala,Udunuwara,76427,5.62,652.9,15.1,12.35
robbery,pattiyakale watte,5/26/2022,m,muslim,32,13:49:00,Rainy,7.290859578,80.63223063,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,318.8,muslim,Gangawata Korale,114838,4.57,859.5,21.9,20.98
drugs,pathanawatte heerassagala,5/28/2022,m,sinhala,35,1:00:00,Rainy,7.262537353,80.61766255,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,370.4,sinhala,Gangawata Korale,104967,4.65,294.6,22.7,4.45
robbery,heerassagala junction,5/29/2022,m,sinhala,31,14:24:00,Rainy,7.274979656,80.62171516,Non-Holiday,0,Commercial,Mulgampala,LK2130210,13665,552.7,sinhala,Gangawata Korale,119619,4.54,651.7,25.3,12.06
theft,rajapihilla road,5/29/2022,m,sinhala,38,22:54:00,Rainy,7.286051533,80.64078156,Non-Holiday,0,General Urban,Ampitiya South,LK2130225,929,725,sinhala,Gangawata Korale,103571,4.58,630,13.7,11.92
burglary,pattiyakale watte,5/30/2022,m,sinhala,32,22:01:00,Rainy,7.292120734,80.63557203,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,480.6,sinhala,Gangawata Korale,105151,4.31,857,19.6,20.55
vehicle theft,mahaiyawa,6/1/2022,m,sinhala,49,10:59:00,Rainy,7.304946164,80.63480166,Non-Holiday,0,General Urban,Mahaiyawa,LK2130065,11543,179,sinhala,Gangawata Korale,122340,4.28,1150.3,20.7,16.84
robbery,peradeniya road,6/4/2022,m,sinhala,44,8:24:00,Rainy,7.282810322,80.62280015,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,220.7,sinhala,Gangawata Korale,105086,4.33,1146.5,25.6,20.36
theft,d.s senanayake lane,6/6/2022,m,sinhala,32,10:48:00,Rainy,7.297410461,80.63709946,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,151.6,sinhala,Gangawata Korale,103997,4.51,832.8,13.2,19.4
burglary,buwelikada,6/6/2022,m,sinhala,34,20:30:00,Rainy,7.298788668,80.65307636,Non-Holiday,0,Commercial,Thalwatta,LK2130130,19105,480.2,sinhala,Gangawata Korale,115194,4.51,724.4,15.4,12.94
theft,mahamaya primary,6/8/2022,m,sinhala,41,19:10:00,Cloudy,7.2906583,80.64540687,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,403.3,sinhala,Gangawata Korale,122063,4.62,572.6,18.1,13.68
drugs,sky gate hotel,6/9/2022,f,sinhala,78,19:33:00,Rainy,7.284883398,80.6573087,Non-Holiday,0,Commercial,Thennakumbura,LK2130240,19383,306.6,sinhala,Gangawata Korale,108754,4.64,122.4,8,2.88
drugs,bowalawatte,6/10/2022,m,sinhala,36,19:44:00,Cloudy,7.256127564,80.62380033,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,731.9,sinhala,Gangawata Korale,107784,4.37,2.6,2,0.2
stabbing,bus stand,6/11/2022,m,muslim,47,15:18:00,Rainy,7.290562574,80.63281646,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,332.8,muslim,Gangawata Korale,117665,4.69,845.5,21.2,21.6
theft,gatambe junction,6/11/2022,m,sinhala,16,18:55:00,Rainy,7.272050959,80.6046705,Non-Holiday,0,Commercial,Bowala,LK2130205,2430,899,sinhala,Gangawata Korale,119064,4.69,352,10.8,9.89
drugs,d.s senanayake lane,6/11/2022,m,tamil,28,19:23:00,Rainy,7.29815359,80.63654783,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,199.2,tamil,Gangawata Korale,111103,4.68,947.5,13.9,19.54
theft,bus stand,6/12/2022,m,sinhala,36,19:19:00,Rainy,7.290370035,80.63463408,Non-Holiday,0,Commercial,Bogambara,LK2130145,2198,362,sinhala,Gangawata Korale,124119,4.72,846.8,19.5,20.61
stabbing,sahas uyana,6/13/2022,f,sinhala,42,9:09:00,Rainy,7.291476475,80.63644354,Non-Holiday,0,Recreational,Mahanuwara,LK2130120,11613,548.3,sinhala,Gangawata Korale,111708,4.56,845.5,19.5,19.59
burglary,gatambe bridge,6/14/2022,f,sinhala,56,4:01:00,Rainy,7.273177725,80.60383111,Poson Full Moon Poya Day,1,Commercial,Bowala,LK2130205,2430,1010.9,sinhala,Gangawata Korale,120683,4.72,293.3,9.8,8.32
theft,gatambe junction,6/14/2022,f,sinhala,34,5:25:00,Rainy,7.272675606,80.60649645,Poson Full Moon Poya Day,1,Commercial,Bowala,LK2130205,2430,711.9,sinhala,Gangawata Korale,120586,4.63,433.6,14.9,12.09
theft,ampitiya town,6/14/2022,m,sinhala,39,15:39:00,Rainy,7.274267554,80.6607262,Poson Full Moon Poya Day,1,General Urban,Ampitiya Pallegama,LK2130245,928,331.7,sinhala,Gangawata Korale,113213,4.55,103.3,8.8,2.73
burglary,udabowala,6/14/2022,m,sinhala,59,18:53:00,Rainy,7.264280638,80.61710782,Poson Full Moon Poya Day,1,General Urban,Uda Bowala,LK2130200,19819,405,sinhala,Gangawata Korale,124032,4.68,442.5,20.3,5.27
burglary,thalathuoya road,6/15/2022,m,sinhala,30,22:27:00,Rainy,7.247374424,80.68412626,Non-Holiday,0,General Urban,Batagalla,LK2145100,1785,304.5,sinhala,Pathahewaheta,52691,7.53,8.9,3.2,0.13
stabbing,hewaheta,6/17/2022,f,sinhala,56,8:59:00,Rainy,7.111518387,80.76261032,Non-Holiday,0,General Urban,Kotagepitiya,LK2148125,10224,6891.4,sinhala,Deltota,63098,6.5,0,0,0
burglary,dharmapala road lewella,6/17/2022,m,sinhala,44,10:49:00,Rainy,7.300675746,80.64951974,Non-Holiday,0,General Urban,Lewella,LK2130125,11008,343.8,sinhala,Gangawata Korale,123444,4.68,420.8,13.1,9.63
stabbing,urawela junction,6/18/2022,f,sinhala,49,9:04:00,Rainy,7.289107358,80.63439777,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,233.3,sinhala,Gangawata Korale,123735,4.33,808.5,18.8,19.81
drugs,uda peradeniya bowalawatte,6/18/2022,m,sinhala,34,17:20:00,Rainy,7.255623312,80.62627504,Non-Holiday,0,General Urban,Uduwelawatta Colony,LK2145005,20253,895.9,sinhala,Pathahewaheta,53557,7.45,0,0,0
drugs,katukale,6/19/2022,foreign couple,muslim,39,16:11:00,Rainy,7.285736157,80.62616103,Non-Holiday,0,General Urban,Suduhumpala East,LK2130160,18807,380.8,muslim,Gangawata Korale,106445,4.54,1348,23,20.44
theft,car park,6/20/2022,f,sinhala,57,20:22:00,Rainy,7.282939356,80.6197097,Non-Holiday,0,Commercial,Katukele West,LK2130105,8913,360.9,sinhala,Gangawata Korale,117699,4.54,896.5,29.3,19.97
burglary,2nd rajasinghe lane,6/21/2022,m,sinhala,28,16:32:00,Rainy,7.290225799,80.63517342,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,383.2,sinhala,Gangawata Korale,104617,4.46,834,19.8,19.95
burglary,kingswood,6/24/2022,m,tamil,42,7:35:00,Rainy,7.27885897,80.61426363,Non-Holiday,0,Commercial,Welata,LK2130170,21826,15.2,tamil,Gangawata Korale,122366,4.48,681,27.2,13.13
robbery,uda peradeniya bowalawatte,6/25/2022,m,tamil,33,8:52:00,Rainy,7.255756001,80.62422993,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,793.3,tamil,Gangawata Korale,116269,4.3,2.6,1,0.2
theft,asgiriya stadium,6/26/2022,m,sinhala,38,20:23:00,Rainy,7.300527607,80.63298104,Non-Holiday,0,Commercial,Poorna Watta West,LK2130080,17006,260.1,sinhala,Gangawata Korale,109810,4.45,1178.4,17.5,17.24
robbery,pathanawatte heerassagala,6/28/2022,f,sinhala,45,17:07:00,Rainy,7.262018311,80.61710858,Non-Holiday,0,General Urban,Bowalawatta,LK2130300,2441,324.6,sinhala,Gangawata Korale,123846,4.28,275.5,23.6,4.74
theft,colombo street,6/29/2022,m,sinhala,70,11:26:00,Rainy,7.295174985,80.638714,Non-Holiday,0,General Urban,Mahanuwara,LK2130120,11613,311.3,sinhala,Gangawata Korale,115822,4.33,691.2,9.6,17.33
theft,bogambara official police stayhouse,6/29/2022,m,sinhala,34,11:34:00,Rainy,7.287676685,80.63670657,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,413.9,sinhala,Gangawata Korale,117768,4.49,709.1,18.9,14.18
drugs,train station,6/29/2022,m,sinhala,34,23:11:00,Rainy,7.292051029,80.63333662,Non-Holiday,0,General Urban,Ihala Katukele,LK2130115,6925,327.2,sinhala,Gangawata Korale,121804,4.54,822.6,22.6,19.64
burglary,mahaiyawa cemetery,6/30/2022,m,sinhala,27,15:53:00,Rainy,7.303971083,80.63184867,Non-Holiday,0,General Urban,Poorna Watta West,LK2130080,17006,197.3,sinhala,Gangawata Korale,107630,4.72,1189.8,20.9,17.42
robbery,ogastawatte,7/1/2022,m,sinhala,25,10:02:00,Rainy,7.290246469,80.63300762,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,297.4,sinhala,Gangawata Korale,125790,4.4,850.6,20.8,21.39
burglary,dalada maligawa,7/2/2022,m,sinhala,26,11:33:00,Rainy,7.29289804,80.63937121,Non-Holiday,0,Commercial,Boowelikada,LK2130135,2310,487,sinhala,Gangawata Korale,112406,4.53,652.9,11.6,16.75
burglary,peradeniya road,7/3/2022,m,sinhala,30,11:33:00,Rainy,7.28039347,80.62033134,Non-Holiday,0,General Urban,Suduhumpala West,LK2130165,18808,263.7,sinhala,Gangawata Korale,113765,4.6,820,27.8,17.3
theft,lake round,7/4/2022,m,tamil,50,16:07:00,Rainy,7.289044966,80.63250917,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,171,tamil,Gangawata Korale,118481,4.29,836.6,20.1,20.85
burglary,peradeniya road,7/5/2022,f,sinhala,35,7:56:00,Rainy,7.283585216,80.61902558,Non-Holiday,0,General Urban,Katukele West,LK2130105,8913,377.8,sinhala,Gangawata Korale,123103,4.62,857,30.1,19.15
burglary,dharmasena lane,7/5/2022,m,sinhala,37,13:25:00,Rainy,7.26998015,80.58965687,Non-Holiday,0,General Urban,Uda Eriyagama East,LK2136420,19822,270.3,sinhala,Yatinuwara,81506,6.02,503.7,18.2,8.17
theft,common market complex,7/6/2022,f,sinhala,28,5:55:00,Rainy,7.290823425,80.63303164,Non-Holiday,0,General Urban,Bogambara,LK2130145,2198,361.6,sinhala,Gangawata Korale,105628,4.37,849.3,21.8,21.25
